gameid,inning,half,batting_team,defense_team,player,base,result,balls,strikes,outs
624646,7,bottom,Lexington Legends,High Point Rockers,Pedro Gonzalez,2,SB,1,0,3
624646,8,top,High Point Rockers,Lexington Legends,D.J. Burt,2,CS,0,1,2
624647,3,top,High Point Rockers,Lexington Legends,Luis Gonzalez,2,SB,1,1,2
624647,3,top,High Point Rockers,Lexington Legends,Ben Aklinski,2,SB,2,2,3
624647,8,top,High Point Rockers,Lexington Legends,Luis Gonzalez,2,SB,0,2,3
624647,8,bottom,Lexington Legends,High Point Rockers,Pedro Gonzalez,3,CS,1,1,2
624711,4,top,Charleston Dirty Birds,Gastonia Ghost Peppers,Zach Daniels,2,SB,1,2,3
624711,5,bottom,Gastonia Ghost Peppers,Charleston Dirty Birds,Eric De La Rosa,2,SB,2,1,2
624711,5,bottom,Gastonia Ghost Peppers,Charleston Dirty Birds,Eric De La Rosa,3,SB,1,1,2
624711,6,bottom,Gastonia Ghost Peppers,Charleston Dirty Birds,Justin Wylie,2,SB,2,0,2
624711,8,bottom,Gastonia Ghost Peppers,Charleston Dirty Birds,Justin Wylie,2,SB,1,2,1
624711,8,bottom,Gastonia Ghost Peppers,Charleston Dirty Birds,Cole Roederer,2,SB,0,2,2
624712,1,bottom,Gastonia Ghost Peppers,Charleston Dirty Birds,Nate Scantlin,2,SB,1,1,0
624712,2,top,Charleston Dirty Birds,Gastonia Ghost Peppers,Zach Daniels,2,SB,1,2,2
624712,3,bottom,Gastonia Ghost Peppers,Charleston Dirty Birds,Nate Scantlin,2,SB,2,0,2
624712,4,bottom,Gastonia Ghost Peppers,Charleston Dirty Birds,Ethan Skender,2,SB,1,0,3
624712,5,bottom,Gastonia Ghost Peppers,Charleston Dirty Birds,Nate Scantlin,2,SB,2,1,1
624712,5,bottom,Gastonia Ghost Peppers,Charleston Dirty Birds,Justin Wylie,2,SB,2,2,2
624713,2,top,Charleston Dirty Birds,Gastonia Ghost Peppers,Alsander Womack,2,SB,2,0,3
624713,3,top,Charleston Dirty Birds,Gastonia Ghost Peppers,Travis Demeritte,2,SB,2,2,2
624713,4,top,Charleston Dirty Birds,Gastonia Ghost Peppers,Alan Alonso,2,SB,1,0,1
624713,4,top,Charleston Dirty Birds,Gastonia Ghost Peppers,Joe DeLuca,2,SB,3,2,2
624713,4,top,Charleston Dirty Birds,Gastonia Ghost Peppers,Alsander Womack,3,SB,3,2,2
624713,5,bottom,Gastonia Ghost Peppers,Charleston Dirty Birds,Cole Roederer,2,SB,2,0,2
624713,5,bottom,Gastonia Ghost Peppers,Charleston Dirty Birds,Justin Wylie,3,SB,2,0,2
624713,5,bottom,Gastonia Ghost Peppers,Charleston Dirty Birds,Eric De La Rosa,2,SB,0,1,2
624713,5,bottom,Gastonia Ghost Peppers,Charleston Dirty Birds,Ethan Skender,2,SB,1,0,3
624713,6,top,Charleston Dirty Birds,Gastonia Ghost Peppers,Benjamin Blackwell,2,SB,3,2,2
624713,7,bottom,Gastonia Ghost Peppers,Charleston Dirty Birds,Eric De La Rosa,2,SB,1,1,3
624714,2,bottom,Gastonia Ghost Peppers,Charleston Dirty Birds,Eric De La Rosa,2,SB,1,1,1
624714,2,bottom,Gastonia Ghost Peppers,Charleston Dirty Birds,Eric De La Rosa,3,SB,2,2,1
624714,3,bottom,Gastonia Ghost Peppers,Charleston Dirty Birds,Eric De La Rosa,2,SB,1,0,2
624714,5,bottom,Gastonia Ghost Peppers,Charleston Dirty Birds,Dalton Guthrie,2,CS,2,1,0
624714,5,bottom,Gastonia Ghost Peppers,Charleston Dirty Birds,Narciso Crook,2,SB,2,0,2
624714,8,top,Charleston Dirty Birds,Gastonia Ghost Peppers,Benjamin Blackwell,2,SB,2,0,1
624715,1,bottom,Gastonia Ghost Peppers,Charleston Dirty Birds,Nate Scantlin,2,SB,0,2,1
624715,2,bottom,Gastonia Ghost Peppers,Charleston Dirty Birds,Nate Scantlin,2,SB,1,1,3
631916,3,top,Staten Island Ferry Hawks,Long Island Ducks,Vaun Brown,2,SB,1,1,2
631916,3,top,Staten Island Ferry Hawks,Long Island Ducks,Eddy Diaz,3,SB,1,1,2
631916,4,bottom,Long Island Ducks,Staten Island Ferry Hawks,Taylor Kohlwey,2,CS,1,0,0
631916,5,top,Staten Island Ferry Hawks,Long Island Ducks,Eddy Diaz,2,SB,1,1,0
631916,5,top,Staten Island Ferry Hawks,Long Island Ducks,Kolby Johnson,3,SB,1,1,0
631916,5,top,Staten Island Ferry Hawks,Long Island Ducks,Vaun Brown,2,SB,1,0,1
631916,6,top,Staten Island Ferry Hawks,Long Island Ducks,Eddy Diaz,2,CS,2,2,2
631916,6,bottom,Long Island Ducks,Staten Island Ferry Hawks,Ed Johnson,2,SB,0,1,1
631916,9,bottom,Long Island Ducks,Staten Island Ferry Hawks,Cody Thomas,2,SB,1,0,2
632071,2,top,Southern Maryland Blue Crabs,High Point Rockers,Jamari Baylor,2,SB,0,1,1
624132,1,bottom,Lancaster Stormers,High Point Rockers,Mason Martin,2,SB,0,2,2
624132,5,top,High Point Rockers,Lancaster Stormers,D.J. Burt,2,SB,0,1,1
624132,5,bottom,Lancaster Stormers,High Point Rockers,Daniel Amaral,2,SB,1,2,1
624133,1,bottom,Lancaster Stormers,High Point Rockers,Mason Martin,2,SB,1,2,3
624133,3,bottom,Lancaster Stormers,High Point Rockers,Yeison Coca,2,SB,0,1,3
624133,6,bottom,Lancaster Stormers,High Point Rockers,Ariel Sandoval,2,SB,2,0,2
624133,7,bottom,Lancaster Stormers,High Point Rockers,Scott Kelly,2,SB,1,0,3
624134,3,bottom,Lancaster Stormers,High Point Rockers,Yeison Coca,2,CS,0,1,1
624135,7,bottom,Lancaster Stormers,Hagerstown Flying Boxcars,Scott Kelly,2,SB,1,2,1
624136,5,bottom,Lancaster Stormers,Hagerstown Flying Boxcars,Nick Ward,3,SB,1,1,2
624137,1,bottom,Lancaster Stormers,Hagerstown Flying Boxcars,Joseph Carpenter,2,SB,2,1,2
624137,2,bottom,Lancaster Stormers,Hagerstown Flying Boxcars,Evan Alexander,3,SB,3,2,0
624137,2,bottom,Lancaster Stormers,Hagerstown Flying Boxcars,Yeison Coca,3,SB,0,1,1
624137,2,bottom,Lancaster Stormers,Hagerstown Flying Boxcars,Nick Lucky,2,SB,2,0,1
624137,3,bottom,Lancaster Stormers,Hagerstown Flying Boxcars,Mason Martin,2,SB,2,0,0
624137,5,bottom,Lancaster Stormers,Hagerstown Flying Boxcars,Joseph Carpenter,2,SB,1,0,2
624195,7,top,Long Island Ducks,Southern Maryland Blue Crabs,Chris Roller,2,SB,1,0,1
624195,11,top,Long Island Ducks,Southern Maryland Blue Crabs,Chris Roller,2,SB,6,2,2
624195,11,top,Long Island Ducks,Southern Maryland Blue Crabs,Kole Kaler,3,SB,6,2,2
624196,6,bottom,Southern Maryland Blue Crabs,Long Island Ducks,Jamari Baylor,2,SB,0,2,2
624197,1,top,Long Island Ducks,Southern Maryland Blue Crabs,Chris Roller,2,SB,3,2,1
624197,1,top,Long Island Ducks,Southern Maryland Blue Crabs,Ivan Castillo,3,SB,0,1,2
624197,2,top,Long Island Ducks,Southern Maryland Blue Crabs,Kole Kaler,3,SB,2,1,2
624197,5,top,Long Island Ducks,Southern Maryland Blue Crabs,Kole Kaler,3,SB,2,1,3
624197,7,top,Long Island Ducks,Southern Maryland Blue Crabs,River Town,3,SB,3,0,2
624197,8,top,Long Island Ducks,Southern Maryland Blue Crabs,Kole Kaler,2,SB,1,0,3
624197,8,bottom,Southern Maryland Blue Crabs,Long Island Ducks,Alejandro De Aza,2,SB,1,1,1
624198,1,bottom,Southern Maryland Blue Crabs,Hagerstown Flying Boxcars,Jackson Loftin,3,SB,3,1,0
624198,7,top,Hagerstown Flying Boxcars,Southern Maryland Blue Crabs,Tyler Williams,2,SB,2,2,2
624199,1,bottom,Southern Maryland Blue Crabs,Hagerstown Flying Boxcars,Ethan Wilson,2,SB,1,0,0
624199,2,top,Hagerstown Flying Boxcars,Southern Maryland Blue Crabs,Tyler Williams,2,CS,0,1,2
624199,3,bottom,Southern Maryland Blue Crabs,Hagerstown Flying Boxcars,Jamari Baylor,2,CS,0,1,1
624199,4,bottom,Southern Maryland Blue Crabs,Hagerstown Flying Boxcars,Jackson Loftin,2,CS,1,0,2
624200,1,top,Hagerstown Flying Boxcars,Southern Maryland Blue Crabs,Tyler Williams,2,SB,2,2,1
624200,5,top,Hagerstown Flying Boxcars,Southern Maryland Blue Crabs,Tyler Williams,2,CS,3,1,0
624258,2,top,Charleston Dirty Birds,High Point Rockers,Zach Daniels,3,CS,3,2,2
624258,2,top,Charleston Dirty Birds,High Point Rockers,Zach Daniels,2,SB,2,2,3
624258,3,top,Charleston Dirty Birds,High Point Rockers,Benjamin Blackwell,2,SB,0,1,1
624258,8,bottom,High Point Rockers,Charleston Dirty Birds,Ben Aklinski,2,SB,0,1,2
624258,8,bottom,High Point Rockers,Charleston Dirty Birds,Jack Conley,2,SB,1,1,2
624259,1,top,Charleston Dirty Birds,High Point Rockers,Benjamin Blackwell,2,SB,0,2,2
624259,1,bottom,High Point Rockers,Charleston Dirty Birds,Luis Gonzalez,2,SB,1,2,0
624260,1,top,Charleston Dirty Birds,High Point Rockers,James Nelson,3,SB,1,1,2
624260,2,top,Charleston Dirty Birds,High Point Rockers,Alsander Womack,2,SB,2,2,2
624260,2,top,Charleston Dirty Birds,High Point Rockers,Demetrius Moorer,2,SB,1,1,3
624260,4,bottom,High Point Rockers,Charleston Dirty Birds,D.J. Burt,2,SB,3,2,0
624260,6,bottom,High Point Rockers,Charleston Dirty Birds,Carlos Amezquita,2,SB,1,1,1
624260,6,bottom,High Point Rockers,Charleston Dirty Birds,Carlos Amezquita,3,SB,1,2,1
624260,6,bottom,High Point Rockers,Charleston Dirty Birds,Isaiah Mirabal,2,CS,3,2,1
624260,7,top,Charleston Dirty Birds,High Point Rockers,Ariel Pestano Jr.,2,SB,2,0,2
624260,7,top,Charleston Dirty Birds,High Point Rockers,Ariel Pestano Jr.,3,SB,2,0,3
624262,1,bottom,High Point Rockers,Gastonia Ghost Peppers,Luis Gonzalez,2,SB,1,1,0
624262,3,top,Gastonia Ghost Peppers,High Point Rockers,Eric De La Rosa,2,SB,1,0,3
624262,3,top,Gastonia Ghost Peppers,High Point Rockers,Eric De La Rosa,3,SB,3,1,3
624262,8,top,Gastonia Ghost Peppers,High Point Rockers,Nate Scantlin,2,CS,1,1,2
624262,8,bottom,High Point Rockers,Gastonia Ghost Peppers,Ben Aklinski,2,SB,1,0,0
624263,3,top,Gastonia Ghost Peppers,High Point Rockers,Kevin Watson Jr.,2,SB,2,1,1
624263,7,bottom,High Point Rockers,Gastonia Ghost Peppers,Max Viera,2,SB,1,2,1
624263,8,top,Gastonia Ghost Peppers,High Point Rockers,Eric De La Rosa,2,SB,3,0,0
624263,8,top,Gastonia Ghost Peppers,High Point Rockers,Eric De La Rosa,3,SB,1,1,1
